"","ARR_DEL15","DAY_OF_WEEK","CARRIER","DEST","ORIGIN","DEP_TIME_BLK"
"216993","0.00","2","AA","DFW","CLT","0700-0759"
"216999","0.00","2","AA","CLT","ATL","1300-1359"
"217000","0.00","2","AA","DFW","CLT","1600-1659"
"217005","0.00","2","AA","LAS","DFW","2000-2059"
"217033","0.00","2","AA","LAX","CLT","1100-1159"
"217079","0.00","2","AA","DFW","CLT","0900-0959"
"217554","0.00","2","AA","LAS","JFK","1700-1759"
"217557","0.00","2","AA","LAX","SFO","1900-1959"
"217558","0.00","2","AA","ORD","LAX","2300-2359"
"217562","0.00","2","AA","ORD","LAS","1500-1559"
"217577","0.00","2","AA","PHX","DFW","0700-0759"
"217593","0.00","2","AA","DFW","LAX","0900-0959"
"217673","1.00","2","B6","ORD","JFK","1500-1559"
"217749","1.00","2","B6","CLT","JFK","1700-1759"
"217750","1.00","2","B6","JFK","CLT","1900-1959"
"217797","0.00","2","B6","JFK","CLT","1000-1059"
"217864","0.00","2","B6","LAX","JFK","2100-2159"
"217865","0.00","2","B6","JFK","LAX","0800-0859"
"217866","0.00","2","B6","LAX","JFK","1800-1859"
"217868","0.00","2","B6","LAS","JFK","1700-1759"
"217870","0.00","2","B6","LAS","JFK","1900-1959"
"217871","0.00","2","B6","JFK","LAS","2300-2359"
"217940","0.00","2","B6","ORD","JFK","0800-0859"
"217998","0.00","2","B6","LAS","JFK","0800-0859"
"217999","0.00","2","B6","JFK","LAS","1100-1159"
"218197","0.00","2","B6","PHX","JFK","1900-1959"
"218198","0.00","2","B6","JFK","PHX","2300-2359"
"218293","0.00","2","B6","LAS","SFO","0700-0759"
"218294","0.00","2","B6","SFO","LAS","1000-1059"
"218295","0.00","2","B6","LAS","SFO","1200-1259"
"218297","0.00","2","B6","LAS","SFO","1700-1759"
"218313","0.00","2","B6","LAX","JFK","0800-0859"
"218315","0.00","2","B6","LAX","JFK","2200-2259"
"218316","0.00","2","B6","LAX","JFK","1200-1259"
"218318","0.00","2","B6","JFK","SFO","0700-0759"
"218320","0.00","2","B6","JFK","LAX","2100-2159"
"218321","0.00","2","B6","LAX","JFK","0700-0759"
"218322","0.00","2","B6","JFK","LAX","1100-1159"
"218325","0.00","2","B6","JFK","SFO","1400-1459"
"218326","1.00","2","B6","JFK","SFO","0001-0559"
"218327","0.00","2","B6","SFO","JFK","1100-1159"
"218330","0.00","2","B6","SFO","JFK","1500-1559"
"218331","0.00","2","B6","JFK","SFO","2100-2159"
"218332","0.00","2","B6","SFO","JFK","0600-0659"
"218342","0.00","2","AA","DFW","ATL","1200-1259"
"218343","1.00","2","AA","ATL","DFW","0900-0959"
"218354","0.00","2","AA","DFW","ATL","1400-1459"
"218355","0.00","2","AA","ATL","DFW","1000-1059"
"218360","0.00","2","AA","LAS","DFW","1300-1359"
"218370","0.00","2","AA","LAX","LAS","1300-1359"
"218371","0.00","2","AA","LAS","LAX","1000-1059"
"218381","0.00","2","AA","DFW","LAX","1800-1859"
"218384","0.00","2","AA","DFW","ORD","1700-1759"
"218387","0.00","2","AA","ORD","DFW","2200-2259"
"218447","0.00","2","DL","LAX","LAS","1700-1759"
"218505","0.00","2","DL","JFK","ATL","1400-1459"
"218514","0.00","2","DL","LAS","ATL","1100-1159"
"218519","0.00","2","DL","CLT","ATL","1700-1759"
"218520","0.00","2","DL","ATL","CLT","1900-1959"
"218547","0.00","2","DL","JFK","LAS","2300-2359"
"218559","0.00","2","DL","CLT","ATL","2100-2159"
"218566","0.00","2","DL","ATL","DFW","1900-1959"
"218567","0.00","2","DL","ATL","PHX","0800-0859"
"218576","0.00","2","DL","LAX","ATL","1200-1259"
"218580","0.00","2","DL","ATL","LAS","0700-0759"
"218595","0.00","2","DL","DFW","ATL","1900-1959"
"218596","0.00","2","DL","ATL","DFW","1700-1759"
"218599","0.00","2","DL","JFK","LAX","0800-0859"
"218600","0.00","2","DL","LAX","JFK","1800-1859"
"218606","0.00","2","DL","LAS","ATL","1700-1759"
"218614","0.00","2","DL","ATL","LAX","1200-1259"
"218616","0.00","2","DL","ATL","LAS","0900-0959"
"218617","1.00","2","DL","LAX","ATL","0800-0859"
"218643","0.00","2","DL","LAS","JFK","1900-1959"
"218645","0.00","2","DL","JFK","LAX","1100-1159"
"218662","0.00","2","DL","ATL","LAX","0700-0759"
"218667","0.00","2","DL","ORD","ATL","1400-1459"
"218668","0.00","2","DL","ATL","ORD","1200-1259"
"218670","0.00","2","DL","LAS","JFK","1600-1659"
"218674","0.00","2","DL","SFO","JFK","1500-1559"
"218676","0.00","2","DL","JFK","LAX","0700-0759"
"218677","0.00","2","DL","LAX","JFK","1500-1559"
"218679","0.00","2","DL","LAX","JFK","0900-0959"
"218680","0.00","2","DL","ATL","JFK","1300-1359"
"218682","0.00","2","DL","ATL","JFK","1500-1559"
"218683","0.00","2","DL","PHX","JFK","1800-1859"
"218685","0.00","2","DL","SFO","JFK","1000-1059"
"218688","0.00","2","DL","SFO","JFK","0700-0759"
"218704","0.00","2","DL","LAX","JFK","0700-0759"
"218707","0.00","2","DL","SFO","JFK","1900-1959"
"218708","0.00","2","DL","JFK","ATL","1200-1259"
"218709","0.00","2","DL","LAX","JFK","1700-1759"
"218711","0.00","2","DL","LAS","JFK","0800-0859"
"218731","0.00","2","DL","JFK","ATL","1700-1759"
"218744","1.00","2","DL","LAX","LAS","1200-1259"
"218794","0.00","2","DL","ATL","ORD","1400-1459"
"218795","0.00","2","DL","SFO","ATL","2100-2159"
"218848","0.00","2","DL","LAS","LAX","1100-1159"
"218853","0.00","2","DL","ORD","ATL","1100-1159"
"218868","0.00","2","DL","ATL","CLT","1800-1859"
"218886","0.00","2","DL","JFK","ATL","0900-0959"
"218898","0.00","2","DL","ATL","ORD","1000-1059"
"218924","0.00","2","DL","PHX","LAX","1800-1859"
"218963","0.00","2","DL","LAS","LAX","2100-2159"
"218970","0.00","2","DL","ATL","LAS","1100-1159"
"219001","0.00","2","DL","ATL","ORD","0600-0659"
"219032","0.00","2","DL","LAX","LAS","0900-0959"
"219069","0.00","2","DL","CLT","ATL","1100-1159"
"219073","0.00","2","DL","ATL","SFO","2200-2259"
"219076","0.00","2","DL","ATL","LAS","2300-2359"
"219093","0.00","2","DL","PHX","ATL","1700-1759"
"219101","0.00","2","DL","ATL","LAX","0001-0559"
"219153","0.00","2","DL","JFK","LAX","2100-2159"
"219165","0.00","2","DL","ATL","DFW","1400-1459"
"219202","0.00","2","DL","LAX","ATL","0700-0759"
"219218","0.00","2","DL","LAX","ATL","1300-1359"
"219246","0.00","2","DL","DFW","ATL","0700-0759"
"219247","0.00","2","DL","ATL","DFW","0900-0959"
"219270","0.00","2","DL","JFK","LAX","2200-2259"
"219282","0.00","2","DL","ORD","ATL","1200-1259"
"219384","0.00","2","DL","ORD","ATL","0800-0859"
"219404","0.00","2","DL","JFK","PHX","1500-1559"
"219405","0.00","2","DL","LAS","ATL","0800-0859"
"219428","0.00","2","DL","ATL","LAX","0600-0659"
"219450","0.00","2","DL","JFK","SFO","2100-2159"
"219462","0.00","2","DL","CLT","ATL","1000-1059"
"219463","0.00","2","DL","ATL","CLT","1200-1259"
"219473","0.00","2","DL","JFK","LAX","1400-1459"
"219476","0.00","2","DL","SFO","ATL","0900-0959"
"219528","0.00","2","DL","DFW","ATL","0800-0859"
"219529","0.00","2","DL","ATL","DFW","1000-1059"
"219574","0.00","2","DL","JFK","ATL","0800-0859"
"219646","1.00","2","DL","ATL","ORD","0800-0859"
"219655","0.00","2","DL","DFW","ATL","2000-2059"
"219656","0.00","2","DL","CLT","ATL","0700-0759"
"219854","0.00","2","DL","CLT","ATL","1200-1259"
"219855","0.00","2","DL","ATL","CLT","1400-1459"
"219867","1.00","2","DL","CLT","ATL","0800-0859"
"219868","0.00","2","DL","ATL","CLT","1000-1059"
"219890","0.00","2","DL","ATL","ORD","0900-0959"
"219902","0.00","2","DL","PHX","ATL","2000-2059"
"219903","0.00","2","DL","ATL","ORD","1100-1159"
"219906","0.00","2","DL","ATL","CLT","1700-1759"
"219944","0.00","2","DL","LAX","SFO","0700-0759"
"219945","0.00","2","DL","LAX","SFO","0800-0859"
"219946","0.00","2","DL","SFO","LAX","0900-0959"
"219947","0.00","2","DL","LAX","SFO","0900-0959"
"219948","0.00","2","DL","SFO","LAX","1000-1059"
"219951","0.00","2","DL","LAX","SFO","1200-1259"
"219952","0.00","2","DL","SFO","LAX","1400-1459"
"219954","0.00","2","DL","LAX","SFO","1500-1559"
"219955","0.00","2","DL","LAX","SFO","1600-1659"
"219956","0.00","2","DL","SFO","LAX","1700-1759"
"219957","0.00","2","DL","LAX","SFO","1700-1759"
"219958","0.00","2","DL","SFO","LAX","1800-1859"
"219959","0.00","2","DL","SFO","LAX","1900-1959"
"219960","0.00","2","DL","LAX","SFO","1900-1959"
"219961","0.00","2","DL","SFO","LAX","2000-2059"
"219982","0.00","2","DL","LAX","ATL","1700-1759"
"220035","0.00","2","DL","ATL","ORD","0700-0759"
"220121","0.00","2","DL","PHX","ATL","0800-0859"
"220122","0.00","2","DL","ATL","PHX","1100-1159"
"220130","0.00","2","DL","LAX","ATL","0900-0959"
"220131","0.00","2","DL","ATL","LAX","1500-1559"
"220132","0.00","2","DL","LAX","ATL","1000-1059"
"220136","0.00","2","DL","LAX","ATL","1900-1959"
"220162","0.00","2","DL","JFK","SFO","1100-1159"
"220184","0.00","2","DL","ATL","LAS","0600-0659"
"220194","0.00","2","DL","ORD","ATL","1300-1359"
"220205","0.00","2","DL","LAX","PHX","0700-0759"
"220230","0.00","2","DL","ATL","LAX","1000-1059"
"220242","0.00","2","DL","ATL","LAX","1400-1459"
"220279","0.00","2","DL","SFO","ATL","1100-1159"
"220319","0.00","2","DL","DFW","ATL","0900-0959"
"220320","0.00","2","DL","ATL","DFW","1200-1259"
"220378","0.00","2","DL","LAX","ATL","1500-1559"
"220398","0.00","2","DL","PHX","ATL","1100-1159"
"220399","0.00","2","DL","ATL","PHX","1400-1459"
"220404","0.00","2","DL","ORD","ATL","1700-1759"
"220405","0.00","2","DL","ATL","ORD","1900-1959"
"220427","0.00","2","DL","JFK","LAS","0600-0659"
"220444","1.00","2","DL","DFW","ATL","1600-1659"
"220445","1.00","2","DL","ATL","DFW","1800-1859"
"220512","0.00","2","DL","ATL","SFO","1200-1259"
"220521","0.00","2","DL","ATL","ORD","1600-1659"
"220531","0.00","2","DL","ATL","DFW","0001-0559"
"220550","0.00","2","DL","JFK","LAX","0600-0659"
"220552","0.00","2","DL","DFW","ATL","1300-1359"
"220553","0.00","2","DL","ATL","DFW","1600-1659"
"220606","0.00","2","DL","ATL","DFW","0800-0859"
"220625","0.00","2","DL","ATL","PHX","0001-0559"
"220634","0.00","2","DL","ATL","ORD","1800-1859"
"220661","0.00","2","DL","LAS","ATL","0900-0959"
"220697","0.00","2","DL","ATL","LAX","1100-1159"
"220710","0.00","2","DL","JFK","SFO","1500-1559"
"220717","0.00","2","DL","PHX","ATL","1300-1359"
"220724","0.00","2","DL","CLT","ATL","1900-1959"
"220733","0.00","2","DL","JFK","PHX","0700-0759"
"220795","0.00","2","DL","ATL","DFW","1300-1359"
"220798","0.00","2","DL","ORD","ATL","1900-1959"
"220804","0.00","2","DL","PHX","JFK","0800-0859"
"222277","1.00","2","F9","ATL","LAX","2200-2259"
"222278","0.00","2","F9","LAX","ORD","2100-2159"
"222284","0.00","2","F9","ATL","LAS","0001-0559"
"222287","0.00","2","F9","LAX","ATL","1400-1459"
"222317","1.00","2","F9","SFO","LAS","1900-1959"
"222348","0.00","2","F9","ORD","LAX","0001-0559"
"222349","0.00","2","F9","SFO","ORD","0700-0759"
"222355","1.00","2","F9","ORD","SFO","1300-1359"
"222356","1.00","2","F9","ATL","ORD","2000-2059"
"222383","0.00","2","F9","LAS","ORD","2100-2159"
"222392","1.00","2","F9","LAS","ORD","1000-1059"
"222417","1.00","2","F9","PHX","SFO","1400-1459"
"222418","1.00","2","F9","SFO","PHX","1800-1859"
"222446","1.00","2","F9","ORD","LAS","2200-2259"
"223385","1.00","2","NK","DFW","ATL","1800-1859"
"223390","0.00","2","NK","ATL","DFW","0700-0759"
"223391","1.00","2","NK","PHX","ORD","2100-2159"
"223412","1.00","2","NK","ORD","LAS","1700-1759"
"223447","1.00","2","NK","ORD","LAS","0900-0959"
"223451","0.00","2","NK","ORD","ATL","0600-0659"
"223454","0.00","2","NK","LAS","DFW","1000-1059"
"223458","1.00","2","NK","DFW","LAS","1100-1159"
"223463","0.00","2","NK","ATL","LAX","1200-1259"
"223532","1.00","2","NK","LAS","ATL","2000-2059"
"223618","0.00","2","OO","SFO","LAX","1100-1159"
"223630","1.00","2","NK","LAS","DFW","2300-2359"
"223640","0.00","2","NK","LAX","DFW","0700-0759"
"223672","1.00","2","NK","LAX","ORD","1600-1659"
"223674","0.00","2","NK","ORD","LAX","1700-1759"
"223675","0.00","2","NK","LAX","ORD","0600-0659"
"223679","0.00","2","NK","ORD","ATL","1000-1059"
"223796","0.00","2","OO","LAX","SFO","2200-2259"
"223797","1.00","2","OO","ORD","ATL","1700-1759"
"223818","0.00","2","OO","ORD","ATL","1400-1459"
"223819","0.00","2","OO","PHX","LAX","2000-2059"
"223827","0.00","2","NK","ORD","DFW","1600-1659"
"224013","0.00","2","OO","PHX","LAX","1400-1459"
"224014","0.00","2","OO","LAX","PHX","1700-1759"
"224242","0.00","2","OO","PHX","LAX","2100-2159"
"224302","0.00","2","OO","LAX","PHX","1900-1959"
"224363","0.00","2","OO","DFW","LAX","2000-2059"
"224405","0.00","2","OO","LAX","PHX","1300-1359"
"224653","1.00","2","OO","PHX","SFO","1600-1659"
"224668","0.00","2","OO","LAX","SFO","1400-1459"
"224704","0.00","2","OO","DFW","SFO","1300-1359"
"224716","0.00","2","OO","SFO","PHX","1200-1259"
"224719","0.00","2","OO","LAX","PHX","1500-1559"
"224741","0.00","2","OO","SFO","LAX","1700-1759"
"224749","0.00","2","OO","ORD","DFW","1000-1059"
"224760","1.00","2","OO","ATL","ORD","1700-1759"
"224767","0.00","2","OO","LAS","LAX","1000-1059"
"224770","1.00","2","OO","ORD","DFW","1700-1759"
"224810","0.00","2","OO","LAX","LAS","0900-0959"
"224839","0.00","2","OO","ORD","ATL","0600-0659"
"224884","0.00","2","OO","SFO","DFW","1800-1859"
"224896","0.00","2","OO","DFW","LAX","1000-1059"
"224909","0.00","2","OO","ATL","ORD","1300-1359"
"224961","0.00","2","OO","LAX","PHX","0001-0559"
"225078","0.00","2","OO","PHX","SFO","0900-0959"
"225080","0.00","2","OO","LAX","DFW","0001-0559"
"225135","0.00","2","OO","PHX","LAX","1200-1259"
"225138","0.00","2","OO","PHX","LAX","0600-0659"
"225140","0.00","2","OO","PHX","LAX","1600-1659"
"225178","0.00","2","OO","SFO","DFW","1600-1659"
"225189","1.00","2","OO","LAX","PHX","1900-1959"
"225197","0.00","2","UA","LAS","SFO","1500-1559"
"225207","0.00","2","UA","LAX","ORD","0700-0759"
"225249","0.00","2","UA","ORD","ATL","1000-1059"
"225260","0.00","2","UA","ORD","PHX","1200-1259"
"225268","0.00","2","UA","LAX","ORD","2100-2159"
"225272","1.00","2","UA","DFW","ORD","1700-1759"
"225321","0.00","2","UA","CLT","ORD","1700-1759"
"225381","0.00","2","UA","SFO","LAX","0600-0659"
"225410","0.00","2","UA","PHX","SFO","1100-1159"
"225414","0.00","2","UA","ORD","SFO","0800-0859"
"225466","0.00","2","UA","DFW","SFO","0800-0859"
"225473","0.00","2","UA","LAS","SFO","0900-0959"
"225524","0.00","2","UA","LAX","SFO","2100-2159"
"225535","0.00","2","UA","ATL","SFO","0800-0859"
"225538","1.00","2","UA","SFO","ATL","1800-1859"
"225552","0.00","2","UA","LAX","ORD","1200-1259"
"225573","0.00","2","UA","ORD","DFW","1500-1559"
"225580","1.00","2","UA","DFW","ORD","1500-1559"
"225616","1.00","2","UA","ORD","DFW","1900-1959"
"225618","0.00","2","UA","PHX","SFO","1200-1259"
"225685","0.00","2","UA","SFO","PHX","1600-1659"
"225715","0.00","2","UA","ORD","SFO","0600-0659"
"225719","0.00","2","UA","ORD","LAX","0800-0859"
"225722","0.00","2","UA","SFO","DFW","0700-0759"
"225724","0.00","2","UA","LAS","SFO","1200-1259"
"225737","0.00","2","UA","ORD","LAX","0600-0659"
"225741","0.00","2","UA","ORD","LAX","1400-1459"
"225842","0.00","2","UA","ORD","PHX","1500-1559"
"225844","0.00","2","UA","LAX","ORD","0900-0959"
"225859","0.00","2","UA","SFO","DFW","1000-1059"
"225873","0.00","2","UA","SFO","ORD","1500-1559"
"225878","1.00","2","UA","ORD","SFO","1800-1859"
"225879","0.00","2","UA","SFO","LAS","1200-1259"
"225883","1.00","2","UA","PHX","SFO","1900-1959"
"225926","0.00","2","NK","DFW","LAS","0001-0559"
"225940","1.00","2","NK","LAS","ORD","1500-1559"
"225951","0.00","2","UA","SFO","LAS","1000-1059"
"225956","0.00","2","UA","LAX","SFO","0600-0659"
"225964","0.00","2","UA","ORD","SFO","1400-1459"
"225984","1.00","2","UA","LAX","SFO","1600-1659"
"225988","0.00","2","UA","ORD","LAX","1300-1359"
"225995","0.00","2","UA","DFW","SFO","1000-1059"
"226017","0.00","2","UA","LAX","ORD","1500-1559"
"226031","0.00","2","UA","LAX","LAS","0600-0659"
"226090","0.00","2","UA","SFO","PHX","0800-0859"
"226116","0.00","2","UA","ORD","SFO","1500-1559"
"226146","1.00","2","UA","SFO","LAX","0600-0659"
"226154","0.00","2","UA","SFO","LAX","1300-1359"
"226156","0.00","2","UA","ATL","ORD","0600-0659"
"226158","0.00","2","UA","CLT","ORD","0600-0659"
"226162","0.00","2","UA","ORD","LAS","0700-0759"
"226164","0.00","2","UA","LAX","SFO","1300-1359"
"226175","0.00","2","UA","SFO","LAX","1200-1259"
"226177","1.00","2","UA","SFO","PHX","1800-1859"
"226184","0.00","2","UA","LAS","ORD","1600-1659"
"226192","1.00","2","UA","LAS","SFO","2200-2259"
"226209","0.00","2","UA","SFO","ORD","1200-1259"
"226222","0.00","2","UA","ORD","LAX","1000-1059"
"226224","0.00","2","UA","LAX","SFO","0800-0859"
"226225","0.00","2","UA","SFO","LAX","1900-1959"
"226230","0.00","2","UA","PHX","ORD","1900-1959"
"226234","0.00","2","UA","SFO","LAS","0600-0659"
"226237","0.00","2","UA","LAS","LAX","0800-0859"
"226270","0.00","2","UA","ORD","PHX","0001-0559"
"226293","0.00","2","UA","LAX","ORD","1000-1059"
"226336","0.00","2","UA","SFO","ORD","1900-1959"
"226369","0.00","2","UA","ORD","LAS","1000-1059"
"226386","0.00","2","UA","DFW","ORD","1900-1959"
"226392","0.00","2","UA","ORD","SFO","0800-0859"
"226399","0.00","2","UA","ORD","SFO","1000-1059"
"226435","0.00","2","UA","ORD","PHX","0800-0859"
"226438","0.00","2","UA","ORD","LAX","2300-2359"
"226460","0.00","2","UA","ORD","SFO","0001-0559"
"226482","0.00","2","UA","ORD","SFO","1300-1359"
"226494","0.00","2","UA","SFO","LAX","0900-0959"
"226520","0.00","2","UA","ORD","SFO","0600-0659"
"226533","0.00","2","UA","SFO","ORD","1700-1759"
"226540","0.00","2","UA","SFO","ORD","1100-1159"
"226555","0.00","2","UA","SFO","ORD","0700-0759"
"226564","0.00","2","UA","SFO","ORD","0900-0959"
"226581","0.00","2","UA","SFO","LAX","0800-0859"
"226587","0.00","2","UA","ORD","DFW","1200-1259"
"226588","0.00","2","UA","LAX","ORD","1600-1659"
"226600","0.00","2","UA","LAX","SFO","0900-0959"
"226613","0.00","2","UA","SFO","LAS","0800-0859"
"226614","0.00","2","UA","SFO","ORD","1000-1059"
"226615","0.00","2","UA","ORD","LAS","2200-2259"
"226621","0.00","2","UA","ORD","SFO","1000-1059"
"226622","0.00","2","UA","ORD","LAX","1200-1259"
"226628","0.00","2","UA","LAS","ORD","0900-0959"
"226646","0.00","2","UA","DFW","ORD","1200-1259"
"226666","0.00","2","VX","SFO","JFK","0700-0759"
"226667","0.00","2","VX","JFK","SFO","0700-0759"
"226679","0.00","2","VX","SFO","LAS","1800-1859"
"226680","0.00","2","VX","LAX","SFO","0800-0859"
"226681","0.00","2","VX","SFO","LAX","0900-0959"
"226684","0.00","2","VX","SFO","ORD","0800-0859"
"226688","0.00","2","VX","ORD","SFO","1600-1659"
"226689","0.00","2","VX","SFO","ORD","1800-1859"
"226697","0.00","2","VX","ORD","LAX","1000-1059"
"226698","0.00","2","VX","ORD","LAX","1700-1759"
"226702","0.00","2","VX","LAS","JFK","0900-0959"
"226703","0.00","2","VX","SFO","LAS","1200-1259"
"226704","0.00","2","VX","SFO","JFK","1100-1159"
"226706","0.00","2","VX","LAS","SFO","1900-1959"
"226707","0.00","2","VX","JFK","SFO","1500-1559"
"226708","0.00","2","VX","SFO","JFK","1600-1659"
"226709","0.00","2","VX","SFO","JFK","1800-1859"
"226717","0.00","2","VX","JFK","SFO","2300-2359"
"226727","0.00","2","VX","LAX","JFK","0700-0759"
"226730","0.00","2","VX","JFK","LAX","1000-1059"
"226731","0.00","2","VX","LAX","JFK","0900-0959"
"226732","0.00","2","VX","LAX","JFK","1300-1359"
"226733","0.00","2","VX","JFK","LAX","1300-1359"
"226734","0.00","2","VX","LAX","JFK","1600-1659"
"226735","0.00","2","VX","LAX","JFK","2000-2059"
"226737","0.00","2","VX","JFK","LAX","2300-2359"
"226739","0.00","2","VX","LAX","LAS","0600-0659"
"226740","0.00","2","VX","LAS","LAX","1200-1259"
"226743","0.00","2","VX","LAS","LAX","2000-2059"
"226804","0.00","2","VX","LAS","SFO","0900-0959"
"226805","0.00","2","VX","SFO","LAS","1100-1159"
"226807","0.00","2","VX","LAS","SFO","1400-1459"
"226811","0.00","2","VX","SFO","LAS","1400-1459"
"226812","0.00","2","VX","LAS","SFO","1600-1659"
"226814","0.00","2","VX","LAX","SFO","0700-0759"
"226815","0.00","2","VX","SFO","LAX","1600-1659"
"226816","0.00","2","VX","LAX","SFO","1100-1159"
"226817","0.00","2","VX","SFO","LAX","0700-0759"
"226819","0.00","2","VX","LAX","SFO","1300-1359"
"226820","0.00","2","VX","SFO","LAX","1300-1359"
"226825","0.00","2","VX","SFO","LAX","1800-1859"
"226827","0.00","2","VX","SFO","LAX","1700-1759"
"226828","0.00","2","VX","SFO","LAX","2000-2059"
"226829","0.00","2","VX","LAX","SFO","2000-2059"
"226876","0.00","2","OO","DFW","ORD","2200-2259"
"227005","0.00","2","WN","LAX","ATL","0800-0859"
"227007","0.00","2","WN","LAX","ATL","1300-1359"
"227048","0.00","2","WN","PHX","ATL","0900-0959"
"227308","1.00","2","WN","LAS","PHX","1500-1559"
"227309","0.00","2","WN","LAS","PHX","1300-1359"
"227311","0.00","2","WN","LAS","PHX","1100-1159"
"227312","1.00","2","WN","LAS","PHX","2000-2059"
"227313","0.00","2","WN","LAS","PHX","0800-0859"
"227314","0.00","2","WN","LAS","PHX","0700-0759"
"227315","0.00","2","WN","LAS","PHX","1600-1659"
"227316","0.00","2","WN","LAS","PHX","1200-1259"
"227317","1.00","2","WN","LAS","PHX","0900-0959"
"227322","0.00","2","WN","LAX","PHX","1900-1959"
"227324","0.00","2","WN","LAX","PHX","0800-0859"
"227325","0.00","2","WN","LAX","PHX","1300-1359"
"227326","0.00","2","WN","LAX","PHX","1700-1759"
"227386","0.00","2","WN","SFO","PHX","1500-1559"
"227387","0.00","2","WN","SFO","PHX","1800-1859"
"227388","1.00","2","WN","SFO","PHX","0800-0859"
